GameId,Season,HomeTeamAbbr,VisitorTeamAbbr,PossessionTeam,Team,Week,Quarter,Down,Distance,FieldPosition,HomeScoreBeforePlay,VisitorScoreBeforePlay,OffenseFormation,DefendersInTheBox,Yards,X,Y,S,A,Dis,Orientation,Dir,DisplayName,JerseyNumber,PlayerHeight,PlayerWeight,PlayerCollegeName,Position,X1,Y1
2017090700,2017,NE,KC,NE,home,1,1,2,5,KC,7,7,SINGLEBACK,6.0,4,29.07,19.68,5.47,4.15,0.58,148.12,193.99,James White,28,5-10,205,Wisconsin,RB,28.507203997796605,19.53978352484863
2017090700,2017,NE,KC,NE,home,1,1,3,1,KC,7,7,SHOTGUN,7.0,0,98.06,30.589999999999996,2.39,1.68,0.31,180.2,112.45999999999998,James White,28,5-10,205,Wisconsin,RB,97.94156811163315,30.876485405942187
2017090700,2017,NE,KC,KC,away,1,2,2,10,KC,10,7,PISTOL,7.0,4,50.629999999999995,21.56,6.65,4.13,0.66,261.44,178.57999999999998,Tyreek Hill,10,5-10,185,West Alabama,WR,49.97020268571156,21.576355551283115
2017090700,2017,NE,KC,NE,home,1,2,1,10,NE,10,7,SINGLEBACK,8.0,4,24.18,29.83,7.31,1.59,0.74,74.58,184.05,Chris Hogan,15,6-1,210,"Monmouth, N.J.",WR,23.44184793065196,29.777736030410935
2017090700,2017,NE,KC,NE,home,1,2,2,6,NE,10,7,SINGLEBACK,7.0,4,27.02,19.57,6.28,2.93,0.62,55.04,155.43,Mike Gillislee,35,5-11,210,Florida,RB,26.456138551921242,19.827798889389634
2017090700,2017,NE,KC,NE,home,1,2,2,10,NE,10,7,I_FORM,7.0,0,51.6,30.02,6.94,3.35,0.72,93.08,187.65,Chris Hogan,15,6-1,210,"Monmouth, N.J.",WR,50.8864081818965,29.92415263626088
2017090700,2017,NE,KC,NE,home,1,2,1,10,KC,10,7,I_FORM,7.0,16,50.959999999999994,25.369999999999997,5.24,2.11,0.57,312.76,-154.8,Mike Gillislee,35,5-11,210,Florida,RB,50.44424858009436,25.127305803807907
2017090700,2017,NE,KC,NE,home,1,2,1,10,KC,10,7,I_FORM,7.0,9,36.959999999999994,19.059999999999995,5.34,2.61,0.57,329.15,-159.94,Mike Gillislee,35,5-11,210,Florida,RB,36.42457965251808,18.864487720328505
2017090700,2017,NE,KC,NE,home,1,2,2,1,KC,10,7,I_FORM,8.0,4,25.22,22.019999999999996,4.25,2.51,0.46,353.66,-109.5,Mike Gillislee,35,5-11,210,Florida,RB,25.066448844752465,21.586384914097593
2017090700,2017,NE,KC,NE,home,1,2,1,7,KC,10,7,I_FORM,9.0,2,97.34,24.95,5.03,1.01,0.6,66.22,153.78,Mike Gillislee,35,5-11,210,Florida,RB,96.80173747976157,25.215091416885887
2017090700,2017,NE,KC,NE,home,1,2,1,2,KC,10,7,JUMBO,11.0,2,16.760000000000005,26.269999999999996,5.04,1.66,0.54,322.47,-126.91,Mike Gillislee,35,5-11,210,Florida,RB,16.435697714759222,25.83822687926689
2017090700,2017,NE,KC,KC,away,1,2,1,10,KC,17,7,SHOTGUN,7.0,3,28.5,22.599999999999998,4.64,3.01,0.48,230.16,167.43,Kareem Hunt,27,5-11,216,Toledo,RB,28.031505193108288,22.70446346689391
2017090700,2017,NE,KC,KC,away,1,2,1,10,KC,17,7,SINGLEBACK,7.0,1,79.14,28.93,4.73,2.12,0.48,167.45,243.04,Tyreek Hill,10,5-10,185,West Alabama,WR,78.9223831923575,28.502164838949053
2017090700,2017,NE,KC,KC,away,1,2,2,9,KC,17,7,PISTOL,6.0,4,41.629999999999995,26.4,5.52,3.33,0.56,210.82,145.54000000000002,De'Anthony Thomas,13,5-8,176,Oregon,WR,41.16826800821327,26.71686522018148
2017090700,2017,NE,KC,NE,home,1,2,1,10,NE,17,7,SHOTGUN,6.0,4,46.13,30.63,2.99,2.27,0.55,15.64,116.79,Dion Lewis,33,5-8,195,Pittsburgh,RB,45.882103038485006,31.12096547380812
2017090700,2017,NE,KC,KC,away,1,2,1,14,KC,17,7,SHOTGUN,6.0,7,9.870000000000005,28.199999999999996,5.2,3.2,0.55,224.29,176.27999999999997,Kareem Hunt,27,5-11,216,Toledo,RB,9.32115883270191,28.235684353418044
2017090700,2017,NE,KC,KC,away,1,3,1,10,KC,17,14,SINGLEBACK,7.0,10,30.17,23.519999999999996,4.8,2.37,0.58,204.09,129.62,Kareem Hunt,27,5-11,216,Toledo,RB,29.800138111753707,23.966768601876723
2017090700,2017,NE,KC,NE,home,1,3,1,10,NE,17,14,SINGLEBACK,7.0,2,87.25,19.229999999999997,5.18,1.67,0.56,315.77,-137.65,Mike Gillislee,35,5-11,210,Florida,RB,86.83613564044289,18.852751684048314
2017090700,2017,NE,KC,NE,home,1,3,2,8,NE,17,14,I_FORM,7.0,-4,35.1,28.59,3.96,2.72,0.45,25.19,129.05,Mike Gillislee,35,5-11,210,Florida,RB,34.81650074739324,28.93946841598549
2017090700,2017,NE,KC,NE,home,1,3,2,10,NE,17,21,I_FORM,7.0,4,89.89,21.339999999999996,4.52,2.55,0.48,349.89,-108.09,Mike Gillislee,35,5-11,210,Florida,RB,89.74095494626786,20.883726428600134
2017090700,2017,NE,KC,NE,home,1,3,2,10,NE,17,21,SHOTGUN,6.0,5,69.16,24.699999999999996,3.0,2.58,0.33,332.71,-141.28,Dion Lewis,33,5-8,195,Pittsburgh,RB,68.90253000405089,24.493580036852126
2017090700,2017,NE,KC,KC,away,1,3,1,10,KC,17,21,SINGLEBACK,8.0,1,19.269999999999996,26.049999999999997,4.41,0.99,0.53,198.09,142.8,Kareem Hunt,27,5-11,216,Toledo,RB,18.84783914344717,26.370437530877055
2017090700,2017,NE,KC,NE,home,1,3,1,1,KC,17,21,JUMBO,10.0,0,105.2,27.63,4.17,0.9,0.52,26.77,117.93,Mike Gillislee,35,5-11,210,Florida,RB,104.9564359058768,28.089430660768244
2017090700,2017,NE,KC,NE,home,1,3,2,1,KC,17,21,JUMBO,9.0,1,104.86,22.44,4.77,2.83,0.55,26.07,127.05,Mike Gillislee,35,5-11,210,Florida,RB,104.52861854582254,22.878960512833707
2017090700,2017,NE,KC,KC,away,1,3,2,12,KC,24,21,SHOTGUN,7.0,1,16.189999999999998,22.629999999999995,1.96,3.33,0.2,188.05,100.23000000000002,Kareem Hunt,27,5-11,216,Toledo,RB,16.154479992072613,22.82682055034177
2017090700,2017,NE,KC,NE,home,1,3,1,10,KC,24,21,SINGLEBACK,7.0,7,32.510000000000005,19.339999999999996,5.29,2.46,0.55,321.17,-134.32999999999998,James White,28,5-10,205,Wisconsin,RB,32.125665540966374,18.94657017957541
2017090700,2017,NE,KC,NE,home,1,3,2,3,KC,24,21,SINGLEBACK,7.0,4,94.67,29.1,3.82,1.88,0.44,10.03,86.23,James White,28,5-10,205,Wisconsin,RB,94.69893063523332,29.539047854276728
2017090700,2017,NE,KC,NE,home,1,3,2,4,KC,24,21,SINGLEBACK,8.0,-6,21.42,18.449999999999996,5.86,3.24,0.58,319.89,-169.14,James White,28,5-10,205,Wisconsin,RB,20.85038751759129,18.34072228093438
2017090700,2017,NE,KC,KC,away,1,3,1,15,KC,27,21,PISTOL,7.0,13,110.34,26.41,3.92,2.61,0.45,166.19,314.37,Kareem Hunt,27,5-11,216,Toledo,RB,110.65468011642085,26.088322483954247
2017090700,2017,NE,KC,NE,home,1,4,4,1,KC,27,28,JUMBO,10.0,0,52.93,31.15,3.85,1.14,0.48,172.21,287.03,Mike Gillislee,35,5-11,210,Florida,RB,53.07057874461832,30.691047261080687
2017090700,2017,NE,KC,NE,home,1,4,1,10,NE,27,28,SINGLEBACK,8.0,2,100.82,31.12,3.88,1.54,0.45,177.72,278.05,Rex Burkhead,34,5-10,215,Nebraska,RB,100.88301674889696,30.67443419188805
2017090700,2017,NE,KC,NE,home,1,4,2,8,NE,27,28,SINGLEBACK,7.0,14,99.41,24.25,6.42,1.23,0.63,137.57,211.61,Rex Burkhead,34,5-10,215,Nebraska,RB,98.87346965492183,23.919795231999434
2017090700,2017,NE,KC,KC,away,1,4,2,1,KC,27,28,PISTOL,7.0,7,66.78999999999999,27.299999999999997,3.22,2.07,0.42,325.11,-121.57,Kareem Hunt,27,5-11,216,Toledo,RB,66.57011325418682,26.9421595061823
2017090700,2017,NE,KC,KC,away,1,4,1,4,NE,27,28,SHOTGUN,8.0,4,100.45,20.38,5.97,2.94,0.61,6.8,171.47,Kareem Hunt,27,5-11,216,Toledo,RB,99.84674761567037,20.47047961538719
2017090700,2017,NE,KC,KC,away,1,4,1,10,KC,27,35,SHOTGUN,9.0,58,95.2,23.08,4.99,3.75,0.45,350.12,-172.5,Kareem Hunt,27,5-11,216,Toledo,RB,94.75384981238179,23.021263213500976
2017090700,2017,NE,KC,KC,away,1,4,1,10,NE,27,35,I_FORM,9.0,21,83.64,27.05,4.69,3.04,0.52,47.05,137.34,Charcandrick West,35,5-10,205,Abilene Christian,RB,83.25759831239387,27.402376147484453
2017090700,2017,NE,KC,KC,away,1,4,1,10,NE,27,42,I_FORM,9.0,2,62.55,26.4,4.83,2.05,0.54,42.26,143.07,Kareem Hunt,27,5-11,216,Toledo,RB,62.1183401084227,26.724452982731666
2017090700,2017,NE,KC,KC,away,1,4,2,8,NE,27,42,I_FORM,8.0,2,65.42,20.58,4.96,2.24,0.56,35.58,139.64,Kareem Hunt,27,5-11,216,Toledo,RB,64.99328526681872,20.94264932991256
2017090700,2017,NE,KC,KC,away,1,4,3,1,NE,27,42,I_FORM,8.0,3,45.91,30.419999999999998,3.33,2.25,0.35,313.31,-119.2,Kareem Hunt,27,5-11,216,Toledo,RB,45.73924911930144,30.114477272955565
2017091000,2017,BUF,NYJ,BUF,home,1,1,2,10,BUF,0,0,SINGLEBACK,6.0,3,29.349999999999994,26.169999999999998,5.84,3.86,0.56,229.29,147.14,LeSean McCoy,25,5-11,210,Pittsburgh,RB,28.879600634370277,26.473849365336115
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,10,NYJ,0,0,I_FORM,7.0,16,63.32,20.79,4.78,3.68,0.48,154.67,235.53,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,63.04833216903704,20.394277130279434
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,10,NYJ,0,0,I_FORM,7.0,4,47.45,21.49,3.63,2.92,0.43,179.99,257.03,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,47.35349043683986,21.070970282415864
2017091000,2017,BUF,NYJ,BUF,home,1,1,2,6,NYJ,0,0,SHOTGUN,6.0,3,42.45,24.93,3.28,3.03,0.47,163.64,250.5,LeSean McCoy,25,5-11,210,Pittsburgh,RB,42.293110776160134,24.486958499186677
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,10,NYJ,0,0,SINGLEBACK,7.0,10,89.91,26.169999999999998,4.88,3.15,0.53,227.25,129.89,LeSean McCoy,25,5-11,210,Pittsburgh,RB,89.57010266510237,26.57665685993167
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,2,NYJ,0,0,JUMBO,8.0,-6,17.16,27.2,4.41,3.34,0.51,141.21,203.22,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,16.691311136487354,26.998926010585095
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,15,BUF,0,0,SINGLEBACK,6.0,3,40.519999999999996,20.519999999999996,4.98,3.34,0.52,199.76,142.01,LeSean McCoy,25,5-11,210,Pittsburgh,RB,40.1101785387028,20.840072444706234
2017091000,2017,BUF,NYJ,BUF,home,1,1,1,10,BUF,0,0,I_FORM,7.0,-1,27.260000000000005,20.549999999999997,4.74,2.05,0.51,202.75,142.48000000000002,LeSean McCoy,25,5-11,210,Pittsburgh,RB,26.85549819499075,20.860609545481545
2017091000,2017,BUF,NYJ,BUF,home,1,1,2,4,BUF,0,0,I_FORM,7.0,1,46.129999999999995,21.449999999999996,4.8,3.31,0.51,197.9,124.51999999999998,LeSean McCoy,25,5-11,210,Pittsburgh,RB,45.840986122872586,21.870203496924738
2017091000,2017,BUF,NYJ,BUF,home,1,2,3,3,BUF,0,0,SHOTGUN,6.0,23,71.41,30.349999999999998,3.48,3.26,0.43,319.25,-157.07999999999998,LeSean McCoy,25,5-11,210,Pittsburgh,RB,71.01394870658744,30.18253844325864
2017091000,2017,BUF,NYJ,BUF,home,1,2,1,10,NYJ,0,0,SINGLEBACK,6.0,0,71.37,26.31,4.87,2.25,0.54,31.95,141.75,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,70.9459288573244,26.64431073262731
2017091000,2017,BUF,NYJ,BUF,home,1,2,1,10,NYJ,0,0,SINGLEBACK,6.0,14,36.620000000000005,26.069999999999997,5.23,3.33,0.53,316.68,-148.87,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,36.16632184915999,25.795999752827875
2017091000,2017,BUF,NYJ,BUF,home,1,2,1,8,NYJ,0,0,SINGLEBACK,7.0,2,23.11,21.389999999999997,3.92,2.65,0.45,344.99,-109.02,LeSean McCoy,25,5-11,210,Pittsburgh,RB,22.963345817712383,20.964567807027308
2017091000,2017,BUF,NYJ,BUF,home,1,2,1,10,NYJ,7,3,SINGLEBACK,7.0,20,54.7,20.599999999999994,5.02,3.69,0.48,318.34,-135.39,LeSean McCoy,25,5-11,210,Pittsburgh,RB,54.35828632656613,20.26290688914139
2017091000,2017,BUF,NYJ,BUF,home,1,2,1,10,NYJ,7,3,I_FORM,7.0,-1,85.28,26.39,5.45,3.19,0.55,52.15,148.26,LeSean McCoy,25,5-11,210,Pittsburgh,RB,84.81225577046563,26.679336025647157
2017091000,2017,BUF,NYJ,BUF,home,1,2,3,21,NYJ,7,3,SHOTGUN,6.0,3,74.76,25.9,1.71,1.83,0.34,3.23,78.24,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,74.82929629206069,26.23286337123006
2017091000,2017,BUF,NYJ,NYJ,away,1,2,2,10,NYJ,7,3,SHOTGUN,6.0,4,79.16,28.45,2.55,3.01,0.47,172.53,244.68,Bilal Powell,29,5-10,204,Louisville,RB,78.95899349180631,28.025151340282466
2017091000,2017,BUF,NYJ,NYJ,away,1,2,1,10,BUF,7,3,SHOTGUN,6.0,3,64.32,27.58,2.99,2.32,0.37,163.25,223.57,Bilal Powell,29,5-10,204,Louisville,RB,64.05192284694233,27.324981098723054
2017091000,2017,BUF,NYJ,NYJ,away,1,2,1,10,BUF,7,3,SHOTGUN,6.0,2,63.89,31.299999999999997,2.98,2.56,0.59,205.49,140.51999999999998,Bilal Powell,29,5-10,204,Louisville,RB,63.43461052396076,31.675127211906446
2017091000,2017,BUF,NYJ,NYJ,away,1,3,1,10,NYJ,7,6,SINGLEBACK,6.0,0,29.98,22.23,3.04,1.67,0.4,2.48,100.35,Bilal Powell,29,5-10,204,Louisville,RB,29.908135700562724,22.623491451579813
2017091000,2017,BUF,NYJ,NYJ,away,1,3,1,10,NYJ,7,6,SHOTGUN,6.0,1,43.06,22.26,1.45,2.7,0.21,5.35,126.76,Matt Forte,22,6-2,218,Tulane,RB,42.934322468307975,22.42824136836046
2017091000,2017,BUF,NYJ,BUF,home,1,3,1,10,BUF,7,6,SINGLEBACK,7.0,1,83.64,20.75,4.76,3.07,0.5,134.61,226.33,LeSean McCoy,25,5-11,210,Pittsburgh,RB,83.29474811416145,20.388335604012607
2017091000,2017,BUF,NYJ,NYJ,away,1,3,1,10,NYJ,7,6,SHOTGUN,7.0,0,26.25,22.45,1.37,2.78,0.11,14.05,136.58,Matt Forte,22,6-2,218,Tulane,RB,26.170103173328346,22.525607520047938
2017091000,2017,BUF,NYJ,BUF,home,1,3,1,10,BUF,7,6,SINGLEBACK,7.0,0,39.870000000000005,26.609999999999996,5.13,3.64,0.54,225.59,147.06,LeSean McCoy,25,5-11,210,Pittsburgh,RB,39.41681015556772,26.903630660700543
2017091000,2017,BUF,NYJ,BUF,home,1,3,1,10,NYJ,7,6,I_FORM,7.0,2,87.71000000000001,26.549999999999997,5.25,3.57,0.55,227.99,132.55,LeSean McCoy,25,5-11,210,Pittsburgh,RB,87.33807165962317,26.955178120861092
2017091000,2017,BUF,NYJ,NYJ,away,1,3,1,10,NYJ,14,6,I_FORM,7.0,8,89.78999999999999,21.679999999999996,3.65,2.61,0.4,355.55,-97.12,Matt Forte,22,6-2,218,Tulane,RB,89.74042085664199,21.283084507049814
2017091000,2017,BUF,NYJ,NYJ,away,1,3,1,10,BUF,14,6,SHOTGUN,6.0,1,45.31,30.299999999999997,3.49,3.0,0.61,336.37,-141.78,Bilal Powell,29,5-10,204,Louisville,RB,44.830759002169366,29.922603569176527
2017091000,2017,BUF,NYJ,BUF,home,1,3,2,10,BUF,14,12,SHOTGUN,6.0,8,94.54,30.51,3.38,2.48,0.43,152.63,227.18,LeSean McCoy,25,5-11,210,Pittsburgh,RB,94.24773012535236,30.194598160478655
2017091000,2017,BUF,NYJ,BUF,home,1,3,1,10,BUF,14,12,I_FORM,7.0,1,69.54,21.0,3.77,2.37,0.43,150.44,228.38,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,69.25439950272091,20.678546494879996
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,9,BUF,14,12,SINGLEBACK,6.0,27,51.88,26.77,5.27,3.97,0.51,30.18,127.81,LeSean McCoy,25,5-11,210,Pittsburgh,RB,51.567347074284754,27.17292449421907
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,10,NYJ,14,12,SINGLEBACK,7.0,0,40.86,26.529999999999998,4.08,2.39,0.46,311.42,-157.65,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,40.434556015043384,26.355078830142723
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,4,NYJ,14,12,SINGLEBACK,7.0,3,18.650000000000006,20.64,5.01,3.57,0.51,311.92,-140.09,LeSean McCoy,25,5-11,210,Pittsburgh,RB,18.258802875114146,20.312792406137884
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,1,NYJ,14,12,SINGLEBACK,7.0,1,106.09,28.27,3.91,2.15,0.48,2.65,100.89,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,105.99931645312762,28.741356016538077
2017091000,2017,BUF,NYJ,NYJ,away,1,4,2,8,NYJ,21,12,SINGLEBACK,7.0,1,96.22,25.04,2.71,1.16,0.36,170.35,286.22,Bilal Powell,29,5-10,204,Louisville,RB,96.32055746611624,24.694329353273552
2017091000,2017,BUF,NYJ,NYJ,away,1,4,3,7,NYJ,21,12,SHOTGUN,7.0,11,94.83,24.7,2.71,3.32,0.27,155.44,238.9,Bilal Powell,29,5-10,204,Louisville,RB,94.690536001206,24.46880788715791
2017091000,2017,BUF,NYJ,NYJ,away,1,4,2,6,NYJ,21,12,SHOTGUN,6.0,4,40.230000000000004,30.83,3.27,3.09,0.59,208.69,135.3,Matt Forte,22,6-2,218,Tulane,RB,39.81062831041494,31.245002874658194
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,10,BUF,21,12,I_FORM,7.0,2,9.06,27.54,4.44,2.66,0.46,16.92,114.55,LeSean McCoy,25,5-11,210,Pittsburgh,RB,8.868875899194515,27.958415556703255
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,8,BUF,21,12,I_FORM,7.0,-1,109.85,26.129999999999995,3.45,2.23,0.42,332.15,-100.13,LeSean McCoy,25,5-11,210,Pittsburgh,RB,109.77612948159056,25.716547286246755
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,10,BUF,21,12,SINGLEBACK,6.0,5,27.93,27.02,5.13,2.78,0.54,37.4,137.76,LeSean McCoy,25,5-11,210,Pittsburgh,RB,27.5302188481668,27.383008306570137
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,5,BUF,21,12,SINGLEBACK,6.0,-3,89.24,25.65,5.36,4.24,0.51,317.16,-169.42,LeSean McCoy,25,5-11,210,Pittsburgh,RB,88.73867025479649,25.55635980257291
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,10,BUF,21,12,SINGLEBACK,7.0,2,22.24,27.2,3.89,2.21,0.43,27.49,123.99,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,21.999609273741203,27.556528117725332
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,8,BUF,21,12,SINGLEBACK,7.0,1,24.27,24.98,3.57,2.49,0.42,1.41,98.25,Mike Tolbert,35,5-9,250,Coastal Carolina,FB,24.209733098763703,25.395653582464263
2017091000,2017,BUF,NYJ,BUF,home,1,4,1,10,BUF,21,12,I_FORM,7.0,3,85.82,27.349999999999998,4.22,2.57,0.46,346.66,-108.54,LeSean McCoy,25,5-11,210,Pittsburgh,RB,85.67373534843708,26.913873124305344
2017091000,2017,BUF,NYJ,BUF,home,1,4,2,17,BUF,21,12,SINGLEBACK,8.0,0,26.96,23.77,5.04,1.8,0.54,31.64,137.41,LeSean McCoy,25,5-11,210,Pittsburgh,RB,26.562443784952613,24.13544364254587
2017091001,2017,CHI,ATL,ATL,away,1,1,1,10,ATL,0,0,SINGLEBACK,5.0,6,11.83,24.07,6.32,2.88,0.65,4.31,160.19,Devonta Freeman,24,5-8,206,Florida State,RB,11.218465938092402,24.290286384342735
2017091001,2017,CHI,ATL,ATL,away,1,1,1,10,CHI,0,0,SINGLEBACK,7.0,3,65.12,24.97,6.04,3.84,0.61,324.85,-150.53,Tevin Coleman,26,6-1,210,Indiana,RB,64.58892582051318,24.669899656977204
2017091001,2017,CHI,ATL,ATL,away,1,1,3,4,CHI,0,0,SHOTGUN,6.0,5,57.45,22.24,2.07,1.96,0.31,332.81,-95.49,Devonta Freeman,24,5-8,206,Florida State,RB,57.42034167328818,21.93142199745177
2017091001,2017,CHI,ATL,ATL,away,1,1,2,3,CHI,0,0,SINGLEBACK,6.0,2,75.03,18.43,4.51,3.36,0.56,35.68,135.97,Devonta Freeman,24,5-8,206,Florida State,RB,74.6273734514926,18.8192195555686
2017091001,2017,CHI,ATL,ATL,away,1,1,3,1,CHI,0,0,SINGLEBACK,7.0,-1,77.16,21.84,3.66,0.87,0.44,15.08,103.3,Tevin Coleman,26,6-1,210,Indiana,RB,77.05877811563722,22.26819870402192
2017091001,2017,CHI,ATL,CHI,home,1,1,1,10,CHI,0,3,SINGLEBACK,8.0,1,31.430000000000007,19.779999999999994,3.46,4.44,0.47,196.46,103.29000000000002,Jordan Howard,24,6-0,224,Indiana,RB,31.321956455493048,20.2374129343278
2017091001,2017,CHI,ATL,ATL,away,1,1,2,10,ATL,0,3,I_FORM,7.0,4,34.13,25.17,5.75,2.97,0.6,5.95,144.57,Devonta Freeman,24,5-8,206,Florida State,RB,33.64110537614366,25.51782473569942
2017091001,2017,CHI,ATL,CHI,home,1,1,1,10,CHI,0,3,SINGLEBACK,7.0,11,28.340000000000003,23.109999999999996,6.27,0.93,0.68,213.76,149.26,Jordan Howard,24,6-0,224,Indiana,RB,27.755542967595186,23.457577296831296
2017091001,2017,CHI,ATL,CHI,home,1,1,2,10,ATL,0,3,I_FORM,7.0,15,54.56999999999999,20.479999999999997,5.55,2.16,0.53,228.3,155.36,Tarik Cohen,29,5-6,191,North Carolina A&T,RB,54.08825900760073,20.700965192376934
2017091001,2017,CHI,ATL,CHI,home,1,1,1,10,ATL,0,3,SHOTGUN,6.0,2,47.79,29.6,3.47,1.23,0.42,159.35,233.37,Jordan Howard,24,6-0,224,Indiana,RB,47.539409038065024,29.2629478233322
2017091001,2017,CHI,ATL,ATL,away,1,2,1,10,ATL,3,3,SINGLEBACK,7.0,5,89.1,27.07,4.93,2.8,0.49,179.92,248.73,Tevin Coleman,26,6-1,210,Indiana,RB,88.92224595932537,26.613378164096545
2017091001,2017,CHI,ATL,ATL,away,1,2,2,5,ATL,3,3,SINGLEBACK,7.0,0,35.67,22.669999999999998,5.67,1.19,0.65,223.51,142.07999999999998,Tevin Coleman,26,6-1,210,Indiana,RB,35.157234752993304,23.06946439323444
2017091001,2017,CHI,ATL,ATL,away,1,2,1,10,ATL,3,3,I_FORM,7.0,1,40.68000000000001,18.93,6.2,1.83,0.65,223.6,142.62,Devonta Freeman,24,5-8,206,Florida State,RB,40.16349271890721,19.324614024811748
2017091001,2017,CHI,ATL,ATL,away,1,2,2,2,CHI,3,3,SINGLEBACK,7.0,1,67.88,24.289999999999996,5.57,1.91,0.6,228.19,134.57,Tevin Coleman,26,6-1,210,Indiana,RB,67.45893191552197,24.71743615691002
